id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:unique id
270855878,7baa29d7-31c7-41d1-b69d-0095f8b866e3,2025-03-30 16:24:51,2025-03-30,2025-03-30 20:24:51 UTC,Eastern Time (US & Canada),9143366,buttercup2323,,2025-04-16 17:32:56 UTC,2026-02-11 15:39:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/270855878,https://static.inaturalist.org/photos/487156623/medium.jpeg,,"",Large flock of white ibis ,2,0,false,2,"Palma Sola, FL 34209, USA",27.5138666667,-82.66025,,,,,,,open,false,gps,gps,White Ibis,Eudocimus albus,White Ibis,Aves,3751,
273838542,6573c228-002e-4437-a183-855aa85497b8,Sat Apr 26 2025 10:12:24 GMT -0400 (EDT),2025-04-26,2025-04-26 14:12:24 UTC,Eastern Time (US & Canada),9191340,jleszczynski,,2025-04-26 14:12:40 UTC,2025-05-27 00:07:11 UTC,research,,https://www.inaturalist.org/observations/273838542,https://static.inaturalist.org/photos/492450584/medium.jpeg,,"",,1,0,false,333,Bradenton,27.5141181946,-82.660118103,23,,,,23,,open,false,,,Florida Red-bellied Cooter,Pseudemys nelsoni,Florida Red-bellied Cooter,Reptilia,39824,
273838875,c5bc2e0b-b691-4574-9350-7bf34e0b07f4,Sat Apr 26 2025 10:13:00 GMT -0400 (EDT),2025-04-26,2025-04-26 14:13:00 UTC,Eastern Time (US & Canada),9191340,jleszczynski,,2025-04-26 14:13:07 UTC,2026-02-05 16:20:28 UTC,research,,https://www.inaturalist.org/observations/273838875,https://static.inaturalist.org/photos/492450457/medium.jpeg,,"",,2,0,false,333,Bradenton,27.5142498016,-82.6600646973,23,,,,23,,open,false,,,Common Gallinule,Gallinula galeata,Common Gallinule,Aves,144479,
280592430,c998392e-6eb3-4184-9b79-9a041d56da16,2025-05-12 11:38:46,2025-05-12,2025-05-12 15:38:46 UTC,Eastern Time (US & Canada),3155000,doanrega,,2025-05-12 18:41:52 UTC,2025-05-12 18:55:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/280592430,https://inaturalist-open-data.s3.amazonaws.com/photos/503965403/medium.jpeg,,"",,1,0,false,2,"Palma Sola, FL 34209, USA",27.5135842,-82.6592016,,,,,,,open,false,gps,gps,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956,
281483880,e8c07d53-e90b-4341-b99a-9449f7b7c4d0,2025-05-16 09:12:30-04:00,2025-05-16,2025-05-16 13:12:30 UTC,Eastern Time (US & Canada),1940342,bluenatty,Natalie Hill,2025-05-16 13:13:01 UTC,2026-05-18 20:08:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/281483880,https://inaturalist-open-data.s3.amazonaws.com/photos/505656014/medium.jpg,,"","",2,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5138785397,-82.6599942962,3,,,,3,,,false,,,Lygaeinae,Lygaeinae,,Insecta,130314,
286162652,ff20b501-2414-48d8-ad28-cf6187ac09ae,2025-05-22 08:59:25-04:00,2025-05-22,2025-05-22 12:59:25 UTC,Eastern Time (US & Canada),824240,billieknight,,2025-06-02 02:11:22 UTC,2025-06-02 02:12:15 UTC,research,,https://www.inaturalist.org/observations/286162652,https://static.inaturalist.org/photos/514419273/medium.jpg,,"","",1,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5139082859,-82.6596937076,61,,,,61,,,false,,,Yellow-crowned Night Heron,Nyctanassa violacea,Yellow-crowned Night Heron,Aves,4999,
288246379,0afcef3f-54ba-420c-abdf-dbabdef2a49e,2025/05/22 5:45 PM,2025-05-22,2025-05-22 21:45:00 UTC,Eastern Time (US & Canada),641829,brice_c,Brice C.,2025-06-09 17:20:02 UTC,2025-06-09 19:04:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288246379,https://inaturalist-open-data.s3.amazonaws.com/photos/518341427/medium.jpg,,"",,1,0,false,,"Manatee County, FL, USA",27.5137408936,-82.6596001135,7,,,,7,,open,false,,,North American Common Gallinule,Gallinula galeata cachinnans,North American Common Gallinule,Aves,367388,
288246394,1206ed81-1c66-446e-b0f4-75c38853edc1,2025/05/22 5:50 PM,2025-05-22,2025-05-22 21:50:00 UTC,Eastern Time (US & Canada),641829,brice_c,Brice C.,2025-06-09 17:20:07 UTC,2026-06-18 04:10:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288246394,https://inaturalist-open-data.s3.amazonaws.com/photos/518341400/medium.jpg,,"",Lot's of real big ones in here!,1,0,false,,"Manatee County, FL, USA",27.5134764549,-82.6595644855,11,,,,11,,open,false,,,Atlantic Blue Crab,Callinectes sapidus,Atlantic Blue Crab,Animalia,49504,PSBP-99955
288246402,a5e187f8-794c-42f0-b0e0-2c4747856745,2025/05/22 5:53 PM,2025-05-22,2025-05-22 21:53:00 UTC,Eastern Time (US & Canada),641829,brice_c,Brice C.,2025-06-09 17:20:08 UTC,2026-06-18 04:10:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288246402,https://inaturalist-open-data.s3.amazonaws.com/photos/518341527/medium.jpg,,"",,1,0,false,,"Manatee County, FL, USA",27.5127134075,-82.6594027758,11,,,,11,,,false,,,Mealybug Destroyer,Cryptolaemus montrouzieri,Mealybug Destroyer,Insecta,244084,PSBP-99956
288246410,36a74e5f-e955-41d1-8f14-4ecbb124473f,2025/05/22 6:02 PM,2025-05-22,2025-05-22 22:02:00 UTC,Eastern Time (US & Canada),641829,brice_c,Brice C.,2025-06-09 17:20:09 UTC,2025-09-16 16:32:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288246410,https://inaturalist-open-data.s3.amazonaws.com/photos/518341522/medium.jpg,,"",,1,0,false,,"Manatee County, FL, USA",27.5129622294,-82.6593229217,16,,,,16,,,false,,,S-banded Tiger Beetle,Cicindelidia trifasciata,S-banded Tiger Beetle,Insecta,1643959,
288246428,b12a4415-3709-4824-8245-01c7c3b4b951,2025/05/22 6:08 PM,2025-05-22,2025-05-22 22:08:00 UTC,Eastern Time (US & Canada),641829,brice_c,Brice C.,2025-06-09 17:20:15 UTC,2025-06-09 18:00:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288246428,https://inaturalist-open-data.s3.amazonaws.com/photos/518341639/medium.jpg,,"",,1,0,false,,"Manatee County, FL, USA",27.5130825928,-82.6601739072,6,,,,6,,open,false,,,Florida Screech-Owl,Megascops asio floridanus,Florida Screech-Owl,Aves,725930,
295720857,3ae82e58-425f-45a4-8ad7-adffcaf31289,2025-07-06 11:40:51-04:00,2025-07-06,2025-07-06 15:40:51 UTC,Eastern Time (US & Canada),7839238,catalaniclaire,,2025-07-06 15:51:00 UTC,2026-06-18 04:10:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/295720857,https://inaturalist-open-data.s3.amazonaws.com/photos/532393529/medium.jpg,,"","",1,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5140583333,-82.6593866667,3,,,,3,,open,false,,,Eastern Amberwing,Perithemis tenera,Eastern Amberwing,Insecta,59776,PSBP-99960
295722825,54665689-da63-4d6b-a130-cfc5adcdcf16,2025-07-06 11:44:05-04:00,2025-07-06,2025-07-06 15:44:05 UTC,Eastern Time (US & Canada),7839238,catalaniclaire,,2025-07-06 15:57:55 UTC,2026-03-05 04:41:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/295722825,https://inaturalist-open-data.s3.amazonaws.com/photos/532397345/medium.jpg,,"","",3,0,false,3,"16th Cir NW, Bradenton, FL, US",27.5140166667,-82.659095,8,,,,8,,open,false,,,Monarch,Danaus plexippus,Monarch,Insecta,48662,
295723009,f2613df3-466a-4fbc-bd3f-f17744220319,2025-07-06 11:40:44-04:00,2025-07-06,2025-07-06 15:40:44 UTC,Eastern Time (US & Canada),7839238,catalaniclaire,,2025-07-06 15:58:25 UTC,2025-07-06 21:07:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/295723009,https://inaturalist-open-data.s3.amazonaws.com/photos/532397668/medium.jpg,,"","",1,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5140616667,-82.6594,3,,,,3,,,false,,,Florida Mangrove Skipper,Phocides batabano okeechobee,Florida Mangrove Skipper,Insecta,1607213,
295723094,c8fa640c-9416-45f3-bcd6-04cd4510d75a,2025-07-06 11:38:28-04:00,2025-07-06,2025-07-06 15:38:28 UTC,Eastern Time (US & Canada),7839238,catalaniclaire,,2025-07-06 15:58:44 UTC,2026-01-10 23:54:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/295723094,https://inaturalist-open-data.s3.amazonaws.com/photos/532397795/medium.jpg,,"","",2,0,false,3,"17th Ave NW, Bradenton, FL, US",27.51408,-82.6600033333,3,,,,3,,open,false,,,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083,
295723212,b9eca9e3-bd00-421d-9cde-86065a723c8f,2025-07-06 11:37:27-04:00,2025-07-06,2025-07-06 15:37:27 UTC,Eastern Time (US & Canada),7839238,catalaniclaire,,2025-07-06 15:59:14 UTC,2025-07-06 20:09:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/295723212,https://inaturalist-open-data.s3.amazonaws.com/photos/532398089/medium.jpg,,"","",1,0,false,3,"17th Ave NW, Bradenton, FL, US",27.5141416667,-82.6601783333,4,,,,4,,open,false,,,Common Gallinule,Gallinula galeata,Common Gallinule,Aves,144479,
308007191,5542cdaa-54b8-475c-a6cb-f1ec12384f4f,2025/01/19 2:41 PM,2025-01-19,2025-01-19 19:41:00 UTC,Eastern Time (US & Canada),9658570,jwcemhc,,2025-08-21 17:30:28 UTC,2025-08-22 14:06:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/308007191,https://inaturalist-open-data.s3.amazonaws.com/photos/555633866/medium.jpg,,"Bradenton Florida, Palma Sola Botanical Park","",3,0,false,,"Manatee County, FL, USA",27.5135248493,-82.6598330845,4,,,,4,,,false,,,Wood Stork,Mycteria americana,Wood Stork,Aves,4742,
319791314,47e2e1b2-de2b-4b02-8dae-543f9b25a837,2025/10/09 11:13 AM,2025-10-09,2025-10-09 15:13:00 UTC,Eastern Time (US & Canada),9684218,ardeljan_a_691,Ardeljan_A_691,2025-10-09 16:51:00 UTC,2025-10-09 18:14:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/319791314,https://inaturalist-open-data.s3.amazonaws.com/photos/578110100/medium.jpg,,"",Deuterostome,2,0,false,,"Manatee County, FL, USA",27.5136,-82.6593944444,4,,,,4,,open,false,,,Florida Red-bellied Cooter,Pseudemys nelsoni,Florida Red-bellied Cooter,Reptilia,39824,
320073682,8b75b599-f5c7-4a06-9774-6700ae2f8321,2024/05/27 9:21 AM,2024-05-27,2024-05-27 13:21:00 UTC,Eastern Time (US & Canada),9658570,jwcemhc,,2025-10-11 01:38:59 UTC,2025-11-13 15:12:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/320073682,https://inaturalist-open-data.s3.amazonaws.com/photos/578652546/medium.jpg,,"",,2,0,false,,"Manatee County, FL, USA",27.5135344525,-82.6596796747,8,,,,8,,open,false,,,Florida Softshell Turtle,Apalone ferox,Florida Softshell Turtle,Reptilia,39566,
328061189,163daf8f-e144-467c-8492-b82dd3b4bc6e,2025-11-22 10:32:02,2025-11-22,2025-11-22 15:32:02 UTC,Eastern Time (US & Canada),2170329,jerseymeg,,2025-11-24 15:15:14 UTC,2026-06-18 04:09:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/328061189,https://inaturalist-open-data.s3.amazonaws.com/photos/594396637/medium.jpg,,"",,2,0,false,2,"Palma Sola, FL 34209, USA",27.5133301,-82.6601806,,,,,,,open,false,gps,gps,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886,PSBP-99968
328293678,dd6d7937-9fc1-4473-99b3-fefc9404973d,2025-11-22 15:21:30-05:00,2025-11-22,2025-11-22 20:21:30 UTC,Eastern Time (US & Canada),7811496,katiet5,,2025-11-26 03:09:44 UTC,2026-03-21 14:15:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/328293678,https://inaturalist-open-data.s3.amazonaws.com/photos/594861384/medium.jpg,,"","",1,0,false,3,"Palma Sola Botanical Park, Bradenton, FL, US",27.5138966667,-82.6593333333,4,,,,4,,,false,,,Tipula furca,Tipula furca,,Insecta,321686,
328293707,dd5b73a0-a8f2-4a50-b470-02cbbe2c5af4,2025-11-22 15:20:25-05:00,2025-11-22,2025-11-22 20:20:25 UTC,Eastern Time (US & Canada),7811496,katiet5,,2025-11-26 03:10:02 UTC,2026-06-18 04:10:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/328293707,https://inaturalist-open-data.s3.amazonaws.com/photos/594861482/medium.jpg,,"","",1,0,false,3,"Palma Sola Botanical Park, Bradenton, FL, US",27.5139133333,-82.6590633333,5,,,,5,,,false,,,Cassius Blue,Leptotes cassius,Cassius Blue,Insecta,51534,PSBP-99953
335724048,b652b700-06db-4217-adaf-577019ed01dc,2026-01-22 11:15:26-05:00,2026-01-22,2026-01-22 16:15:26 UTC,Eastern Time (US & Canada),364451,joycem1218,,2026-01-22 16:15:39 UTC,2026-01-22 17:30:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/335724048,https://inaturalist-open-data.s3.amazonaws.com/photos/609950059/medium.jpg,,"","",2,0,false,3,"Manatee County, US-FL, US",27.5139380187,-82.6599873942,45,,,,45,,open,false,,,Double-crested Cormorant,Nannopterum auritum,Double-crested Cormorant,Aves,1454382,
335724271,e1daa17b-57f2-45da-8833-2a1e44a9d7f6,2026-01-22 11:15:51-05:00,2026-01-22,2026-01-22 16:15:51 UTC,Eastern Time (US & Canada),364451,joycem1218,,2026-01-22 16:18:19 UTC,2026-01-22 18:15:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/335724271,https://inaturalist-open-data.s3.amazonaws.com/photos/609965586/medium.jpg,,"","",2,0,false,3,"Palma Sola Botanical Park, Bradenton, FL, US",27.5139155099,-82.6601709102,17,,,,17,,open,false,,,Anhinga,Anhinga anhinga,Anhinga,Aves,5063,
337221869,5fee8573-98b3-49bd-b42e-7de1fb4d1fbe,2026-02-03 11:34:27-05:00,2026-02-03,2026-02-03 16:34:27 UTC,Eastern Time (US & Canada),2652079,mewells,Mark E. Wells,2026-02-03 16:34:42 UTC,2026-02-03 22:35:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/337221869,https://inaturalist-open-data.s3.amazonaws.com/photos/613021640/medium.jpg,,"","",2,0,false,3,"Palma Sola Botanical Park, Bradenton, FL, US",27.5132227448,-82.6600775569,6,,,,6,,,false,,,Wood Stork,Mycteria americana,Wood Stork,Aves,4742,
337245053,748ebf3d-d3f9-4af9-bd16-fd60ce17bcb8,2026-02-03 11:36:27-05:00,2026-02-03,2026-02-03 16:36:27 UTC,Eastern Time (US & Canada),2652079,mewells,Mark E. Wells,2026-02-03 20:35:19 UTC,2026-02-03 21:15:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/337245053,https://inaturalist-open-data.s3.amazonaws.com/photos/613021665/medium.jpg,,"","",2,0,false,3,"Palma Sola Botanical Park, Bradenton, FL, US",27.5129446231,-82.6601720402,6,,,,6,,open,false,,,Great Egret,Ardea alba,Great Egret,Aves,144455,
339382306,c0a3c4b3-e5a7-433a-b6b8-68e57c4d362e,2022-02-20 12:37:43-05:00,2022-02-20,2022-02-20 17:37:43 UTC,Eastern Time (US & Canada),8998503,kcstanyard,,2026-02-20 03:40:26 UTC,2026-02-20 10:42:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/339382306,https://inaturalist-open-data.s3.amazonaws.com/photos/617374553/medium.jpg,,"","",1,0,false,3,"Palma Sola Botanical Park, Bradenton, FL, US",27.51398,-82.6601783333,35,,,,35,,open,false,,,White Ibis,Eudocimus albus,White Ibis,Aves,3751,
344003071,e1ee7a68-5bab-4f33-8af3-afb89231f445,2026-03-20 10:54:18,2026-03-20,2026-03-20 14:54:18 UTC,Eastern Time (US & Canada),7748611,jsea,,2026-03-20 16:19:05 UTC,2026-03-23 02:16:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344003071,https://inaturalist-open-data.s3.amazonaws.com/photos/626736578/medium.jpg,,"",,2,0,false,843,"99th St NW, Bradenton, FL, US",27.5130083333,-82.6602633333,3,,,,3,,open,false,,,White Ibis,Eudocimus albus,White Ibis,Aves,3751,
344004848,a8e3b27a-02fa-4618-9ef6-585e67119325,2026-03-20 11:17:03,2026-03-20,2026-03-20 15:17:03 UTC,Eastern Time (US & Canada),7748611,jsea,,2026-03-20 16:28:11 UTC,2026-03-23 00:21:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344004848,https://inaturalist-open-data.s3.amazonaws.com/photos/626740207/medium.jpg,,"",,2,0,false,843,"17th Ave NW, Bradenton, FL, US",27.5137416667,-82.6597966667,20,,,,20,,open,false,,,Monarch,Danaus plexippus,Monarch,Insecta,48662,
344005669,3f6cd3bf-0df5-409d-9d05-08e533a44c98,2026-03-20 10:42:12,2026-03-20,2026-03-20 14:42:12 UTC,Eastern Time (US & Canada),7748611,jsea,,2026-03-20 16:34:09 UTC,2026-03-23 00:21:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344005669,https://inaturalist-open-data.s3.amazonaws.com/photos/626742167/medium.jpg,,"",,2,0,false,843,"17th Ave NW, Bradenton, FL, US",27.51393,-82.6590583333,6,,,,6,,open,false,,,Monarch,Danaus plexippus,Monarch,Insecta,48662,
348374886,1efc9fd5-6833-486a-bd09-7a4ec818706d,2026-04-08 12:06:40,2026-04-08,2026-04-08 16:06:40 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-08 21:38:24 UTC,2026-04-09 00:11:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/348374886,https://inaturalist-open-data.s3.amazonaws.com/photos/635345903/medium.jpg,,"",,2,0,false,843,"17th Ave NW, Bradenton, FL, US",27.5140166667,-82.6591283333,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
348374926,3a49cc9f-3460-47bd-9138-b7ef5cc3482e,2026-04-08 12:06:15,2026-04-08,2026-04-08 16:06:15 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-08 21:38:39 UTC,2026-04-08 21:39:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/348374926,https://inaturalist-open-data.s3.amazonaws.com/photos/635346033/medium.jpg,,"",,1,0,false,843,"17th Ave NW, Bradenton, FL, US",27.5139216667,-82.6590416667,13,,,,13,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
348375060,ec38d380-df74-4598-88aa-fec925fb8721,2026-04-08 12:05:56,2026-04-08,2026-04-08 16:05:56 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-08 21:39:18 UTC,2026-05-15 01:54:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/348375060,https://inaturalist-open-data.s3.amazonaws.com/photos/635346232/medium.jpg,,"",,1,0,false,843,"17th Ave NW, Bradenton, FL, US",27.5139216667,-82.6590416667,13,,,,13,,open,false,,,Monarch,Danaus plexippus,Monarch,Insecta,48662,
348375110,8292bd69-a8f1-4b44-b50b-73e7087e73e9,2026-04-08 12:05:48,2026-04-08,2026-04-08 16:05:48 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-08 21:39:40 UTC,2026-04-08 22:07:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/348375110,https://inaturalist-open-data.s3.amazonaws.com/photos/635346355/medium.jpg,,"",,1,0,false,843,"17th Ave NW, Bradenton, FL, US",27.5139216667,-82.6590416667,13,,,,13,,open,false,,,Cloudless Sulphur,Phoebis sennae,Cloudless Sulphur,Insecta,48550,
348375638,f0428cb2-a945-4dc8-9654-b948a6437d30,2026-04-08 12:05:09,2026-04-08,2026-04-08 16:05:09 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-08 21:42:19 UTC,2026-04-08 21:56:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/348375638,https://inaturalist-open-data.s3.amazonaws.com/photos/635347321/medium.jpg,,"",,1,0,false,843,"17th Ave NW, Bradenton, FL, US",27.5138716667,-82.6591416667,15,,,,15,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
348375676,8e00454b-9c9d-4761-87ef-302cefd0ffa4,2026-04-08 12:01:13,2026-04-08,2026-04-08 16:01:13 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-08 21:42:33 UTC,2026-04-08 22:13:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/348375676,https://inaturalist-open-data.s3.amazonaws.com/photos/635347394/medium.jpg,,"",,1,0,false,843,"99th St NW, Bradenton, FL, US",27.5137783333,-82.660055,26,,,,26,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
348375741,1d5607d7-897e-462d-bd6b-53be2dfaca62,2026-04-08 11:59:15,2026-04-08,2026-04-08 15:59:15 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-08 21:42:47 UTC,2026-04-08 21:56:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/348375741,https://inaturalist-open-data.s3.amazonaws.com/photos/635347465/medium.jpg,,"",,1,0,false,843,"99th St NW, Bradenton, FL, US",27.5134883333,-82.6601716667,51,,,,51,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
348376051,b2414c66-6080-43c2-b89b-ac22382dce4e,2026-04-08 11:46:02,2026-04-08,2026-04-08 15:46:02 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-08 21:44:01 UTC,2026-04-08 21:57:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/348376051,https://inaturalist-open-data.s3.amazonaws.com/photos/635347951/medium.jpg,,"",LIFER!!,1,0,false,843,"99th St NW, Bradenton, FL, US",27.5131666667,-82.6601116667,12,,,,12,,open,false,,,Mottled Duck,Anas fulvigula,Mottled Duck,Aves,6948,
348792609,46dd0dd4-9749-4b78-b171-1a2397e54eea,2026-04-10 16:09:31-04:00,2026-04-10,2026-04-10 20:09:31 UTC,Eastern Time (US & Canada),1940342,bluenatty,Natalie Hill,2026-04-10 20:10:32 UTC,2026-04-11 13:32:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/348792609,https://inaturalist-open-data.s3.amazonaws.com/photos/636178857/medium.jpg,,"","",1,0,false,3,"99th St NW, Bradenton, FL, US",27.5129033545,-82.6604061185,8,,,,8,,,false,,,Mydas Flies,Mydidae,Mydas Flies,Insecta,121526,
349782424,e9143012-d2f0-48e2-b067-8d074bc7a63b,2026/04/08 11:13 AM,2026-04-08,2026-04-08 15:13:00 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-14 14:50:45 UTC,2026-04-15 04:51:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/349782424,https://inaturalist-open-data.s3.amazonaws.com/photos/638116543/medium.jpg,,"",,2,0,false,,"9800 17th Ave NW, Bradenton, FL 34209, USA",27.5135044,-82.6598086,37,,,,37,,open,false,,,Great Egret,Ardea alba,Great Egret,Aves,144455,
349782425,108ee300-4edb-4733-8b96-872a247378ca,2026/04/08 11:15 AM,2026-04-08,2026-04-08 15:15:00 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-14 14:50:45 UTC,2026-06-18 04:10:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/349782425,https://inaturalist-open-data.s3.amazonaws.com/photos/638116545/medium.jpg,,"",,2,1,false,,"9800 17th Ave NW, Bradenton, FL 34209, USA",27.5135044,-82.6598086,37,,,,37,,open,false,,,Mallard × Mottled Duck,Anas platyrhynchos × fulvigula,Mallard × Mottled Duck,Aves,465713,PSBP-99964
349782426,536bb688-358b-44d7-b483-ad342cbde01d,2026/04/08 11:15 AM,2026-04-08,2026-04-08 15:15:00 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-14 14:50:45 UTC,2026-04-26 23:21:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/349782426,https://inaturalist-open-data.s3.amazonaws.com/photos/638116548/medium.jpg,,"",,3,0,false,,"9800 17th Ave NW, Bradenton, FL 34209, USA",27.5135044,-82.6598086,37,,,,37,,open,false,,,Mallard × Mottled Duck,Anas,"Mallards, Pintails, and Allies",Aves,6922,
349782427,d5595968-6707-4563-88ed-ca53cf8c5cc5,2026/04/08 11:17 AM,2026-04-08,2026-04-08 15:17:00 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-14 14:50:46 UTC,2026-04-14 19:53:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/349782427,https://inaturalist-open-data.s3.amazonaws.com/photos/638116589/medium.jpg,,"",,2,0,false,,"9800 17th Ave NW, Bradenton, FL 34209, USA",27.5135044,-82.6598086,37,,,,37,,open,false,,,Florida Softshell Turtle,Apalone ferox,Florida Softshell Turtle,Reptilia,39566,
349782429,a83d3fd3-e7e7-4baa-a21d-ee9ed3c0ece3,2026/04/08 11:17 AM,2026-04-08,2026-04-08 15:17:00 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-14 14:50:46 UTC,2026-04-15 04:51:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/349782429,https://inaturalist-open-data.s3.amazonaws.com/photos/638116588/medium.jpg,,"",,3,0,false,,"9800 17th Ave NW, Bradenton, FL 34209, USA",27.5135044,-82.6598086,37,,,,37,,open,false,,,Tricolored Heron,Egretta tricolor,Tricolored Heron,Aves,4938,
349782430,5e785bb0-f4fc-4976-a279-ba1bb0546a69,2026/04/08 11:17 AM,2026-04-08,2026-04-08 15:17:00 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-14 14:50:46 UTC,2026-04-15 13:00:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/349782430,https://inaturalist-open-data.s3.amazonaws.com/photos/638116591/medium.jpg,,"",LIFER!!,2,0,false,,"9800 17th Ave NW, Bradenton, FL 34209, USA",27.5135044,-82.6598086,37,,,,37,,open,false,,,North American Common Gallinule,Gallinula galeata cachinnans,North American Common Gallinule,Aves,367388,
349782433,60cf1166-caf8-4c63-a85b-170fd88440f8,2026/04/08 11:20 AM,2026-04-08,2026-04-08 15:20:00 UTC,Eastern Time (US & Canada),9572261,coleguyton,Cole Guyton,2026-04-14 14:50:47 UTC,2026-06-18 04:10:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/349782433,https://inaturalist-open-data.s3.amazonaws.com/photos/638116626/medium.jpg,,"",,2,0,false,,"9800 17th Ave NW, Bradenton, FL 34209, USA",27.5135044,-82.6598086,37,,,,37,,open,false,,,Mourning Dove,Zenaida macroura,Mourning Dove,Aves,3454,PSBP-99963
